,n,Relations,FCY Result
3406,86,"[[4, 6]]","(True, 87)"
3407,86,"[[5, 7]]","(True, 87)"
3408,86,"[[6, 8]]","(True, 87)"
3409,86,"[[7, 9]]","(True, 87)"
3410,86,"[[8, 10]]","(True, 87)"
3411,86,"[[9, 11]]","(True, 87)"
3412,86,"[[10, 12]]","(True, 87)"
3413,86,"[[11, 13]]","(True, 87)"
3414,86,"[[12, 14]]","(True, 87)"
3415,86,"[[13, 15]]","(True, 87)"
3416,86,"[[14, 16]]","(True, 87)"
3417,86,"[[15, 17]]","(True, 87)"
3418,86,"[[16, 18]]","(True, 87)"
3419,86,"[[17, 19]]","(True, 87)"
3420,86,"[[18, 20]]","(True, 87)"
3421,86,"[[19, 21]]","(True, 87)"
3422,86,"[[20, 22]]","(True, 87)"
3423,86,"[[21, 23]]","(True, 87)"
3424,86,"[[22, 24]]","(True, 87)"
3425,86,"[[23, 25]]","(True, 87)"
3426,86,"[[24, 26]]","(True, 87)"
3427,86,"[[25, 27]]","(True, 87)"
3428,86,"[[26, 28]]","(True, 87)"
3429,86,"[[27, 29]]","(True, 87)"
3430,86,"[[28, 30]]","(True, 87)"
3431,86,"[[29, 31]]","(True, 87)"
3432,86,"[[30, 32]]","(True, 87)"
3433,86,"[[31, 33]]","(True, 87)"
3434,86,"[[32, 34]]","(True, 87)"
3435,86,"[[33, 35]]","(True, 87)"
3436,86,"[[34, 36]]","(True, 87)"
3437,86,"[[35, 37]]","(True, 87)"
3438,86,"[[36, 38]]","(True, 87)"
3439,86,"[[37, 39]]","(True, 87)"
3440,86,"[[38, 40]]","(True, 87)"
3441,86,"[[39, 41]]","(True, 87)"
3442,86,"[[40, 42]]","(True, 87)"
3443,86,"[[41, 43]]","(True, 87)"
3444,86,"[[42, 44]]","(True, 87)"
3445,86,"[[43, 45]]","(True, 87)"
3446,86,"[[44, 46]]","(True, 87)"
3447,86,"[[45, 47]]","(True, 87)"
3448,86,"[[46, 48]]","(True, 87)"
3449,86,"[[47, 49]]","(True, 87)"
3450,86,"[[48, 50]]","(True, 87)"
3451,86,"[[49, 51]]","(True, 87)"
3452,86,"[[50, 52]]","(True, 87)"
3453,86,"[[51, 53]]","(True, 87)"
3454,86,"[[52, 54]]","(True, 87)"
3455,86,"[[53, 55]]","(True, 87)"
3456,86,"[[54, 56]]","(True, 87)"
3457,86,"[[55, 57]]","(True, 87)"
3458,86,"[[56, 58]]","(True, 87)"
3459,86,"[[57, 59]]","(True, 87)"
3460,86,"[[58, 60]]","(True, 87)"
3461,86,"[[59, 61]]","(True, 87)"
3462,86,"[[60, 62]]","(True, 87)"
3463,86,"[[61, 63]]","(True, 87)"
3464,86,"[[62, 64]]","(True, 87)"
3465,86,"[[63, 65]]","(True, 87)"
3466,86,"[[64, 66]]","(True, 87)"
3467,86,"[[65, 67]]","(True, 87)"
3468,86,"[[66, 68]]","(True, 87)"
3469,86,"[[67, 69]]","(True, 87)"
3470,86,"[[68, 70]]","(True, 87)"
3471,86,"[[69, 71]]","(True, 87)"
3472,86,"[[70, 72]]","(True, 87)"
3473,86,"[[71, 73]]","(True, 87)"
3474,86,"[[72, 74]]","(True, 87)"
3475,86,"[[73, 75]]","(True, 87)"
3476,86,"[[74, 76]]","(True, 87)"
3477,86,"[[75, 77]]","(True, 87)"
3478,86,"[[76, 78]]","(True, 87)"
3479,86,"[[77, 79]]","(True, 87)"
3480,86,"[[78, 80]]","(True, 87)"
3481,86,"[[79, 81]]","(True, 87)"
3482,86,"[[80, 82]]","(True, 87)"
3483,86,"[[81, 83]]","(True, 87)"
3484,86,"[[82, 84]]","(True, 87)"
3485,86,"[[83, 85]]","(True, 87)"
3486,87,"[[1, 3]]","(True, 88)"
3487,87,"[[2, 4]]","(True, 88)"
3488,87,"[[3, 5]]","(True, 88)"
3489,87,"[[4, 6]]","(True, 88)"
3490,87,"[[5, 7]]","(True, 88)"
3491,87,"[[6, 8]]","(True, 88)"
3492,87,"[[7, 9]]","(True, 88)"
3493,87,"[[8, 10]]","(True, 88)"
3494,87,"[[9, 11]]","(True, 88)"
3495,87,"[[10, 12]]","(True, 88)"
3496,87,"[[11, 13]]","(True, 88)"
3497,87,"[[12, 14]]","(True, 88)"
3498,87,"[[13, 15]]","(True, 88)"
3499,87,"[[14, 16]]","(True, 88)"
3500,87,"[[15, 17]]","(True, 88)"
3501,87,"[[16, 18]]","(True, 88)"
3502,87,"[[17, 19]]","(True, 88)"
3503,87,"[[18, 20]]","(True, 88)"
3504,87,"[[19, 21]]","(True, 88)"
3505,87,"[[20, 22]]","(True, 88)"
3506,87,"[[21, 23]]","(True, 88)"
3507,87,"[[22, 24]]","(True, 88)"
3508,87,"[[23, 25]]","(True, 88)"
3509,87,"[[24, 26]]","(True, 88)"
3510,87,"[[25, 27]]","(True, 88)"
3511,87,"[[26, 28]]","(True, 88)"
3512,87,"[[27, 29]]","(True, 88)"
3513,87,"[[28, 30]]","(True, 88)"
3514,87,"[[29, 31]]","(True, 88)"
3515,87,"[[30, 32]]","(True, 88)"
3516,87,"[[31, 33]]","(True, 88)"
3517,87,"[[32, 34]]","(True, 88)"
3518,87,"[[33, 35]]","(True, 88)"
3519,87,"[[34, 36]]","(True, 88)"
3520,87,"[[35, 37]]","(True, 88)"
3521,87,"[[36, 38]]","(True, 88)"
3522,87,"[[37, 39]]","(True, 88)"
3523,87,"[[38, 40]]","(True, 88)"
3524,87,"[[39, 41]]","(True, 88)"
3525,87,"[[40, 42]]","(True, 88)"
3526,87,"[[41, 43]]","(True, 88)"
3527,87,"[[42, 44]]","(True, 88)"
3528,87,"[[43, 45]]","(True, 88)"
3529,87,"[[44, 46]]","(True, 88)"
3530,87,"[[45, 47]]","(True, 88)"
3531,87,"[[46, 48]]","(True, 88)"
3532,87,"[[47, 49]]","(True, 88)"
3533,87,"[[48, 50]]","(True, 88)"
3534,87,"[[49, 51]]","(True, 88)"
3535,87,"[[50, 52]]","(True, 88)"
3536,87,"[[51, 53]]","(True, 88)"
3537,87,"[[52, 54]]","(True, 88)"
3538,87,"[[53, 55]]","(True, 88)"
3539,87,"[[54, 56]]","(True, 88)"
3540,87,"[[55, 57]]","(True, 88)"
3541,87,"[[56, 58]]","(True, 88)"
3542,87,"[[57, 59]]","(True, 88)"
3543,87,"[[58, 60]]","(True, 88)"
3544,87,"[[59, 61]]","(True, 88)"
3545,87,"[[60, 62]]","(True, 88)"
3546,87,"[[61, 63]]","(True, 88)"
3547,87,"[[62, 64]]","(True, 88)"
3548,87,"[[63, 65]]","(True, 88)"
3549,87,"[[64, 66]]","(True, 88)"
3550,87,"[[65, 67]]","(True, 88)"
3551,87,"[[66, 68]]","(True, 88)"
3552,87,"[[67, 69]]","(True, 88)"
3553,87,"[[68, 70]]","(True, 88)"
3554,87,"[[69, 71]]","(True, 88)"
3555,87,"[[70, 72]]","(True, 88)"
3556,87,"[[71, 73]]","(True, 88)"
3557,87,"[[72, 74]]","(True, 88)"
3558,87,"[[73, 75]]","(True, 88)"
3559,87,"[[74, 76]]","(True, 88)"
3560,87,"[[75, 77]]","(True, 88)"
3561,87,"[[76, 78]]","(True, 88)"
3562,87,"[[77, 79]]","(True, 88)"
3563,87,"[[78, 80]]","(True, 88)"
3564,87,"[[79, 81]]","(True, 88)"
3565,87,"[[80, 82]]","(True, 88)"
3566,87,"[[81, 83]]","(True, 88)"
3567,87,"[[82, 84]]","(True, 88)"
3568,87,"[[83, 85]]","(True, 88)"
3569,87,"[[84, 86]]","(True, 88)"
3570,88,"[[1, 3]]","(True, 89)"
3571,88,"[[2, 4]]","(True, 89)"
3572,88,"[[3, 5]]","(True, 89)"
3573,88,"[[4, 6]]","(True, 89)"
3574,88,"[[5, 7]]","(True, 89)"
3575,88,"[[6, 8]]","(True, 89)"
3576,88,"[[7, 9]]","(True, 89)"
3577,88,"[[8, 10]]","(True, 89)"
3578,88,"[[9, 11]]","(True, 89)"
3579,88,"[[10, 12]]","(True, 89)"
3580,88,"[[11, 13]]","(True, 89)"
3581,88,"[[12, 14]]","(True, 89)"
3582,88,"[[13, 15]]","(True, 89)"
3583,88,"[[14, 16]]","(True, 89)"
3584,88,"[[15, 17]]","(True, 89)"
3585,88,"[[16, 18]]","(True, 89)"
3586,88,"[[17, 19]]","(True, 89)"
3587,88,"[[18, 20]]","(True, 89)"
3588,88,"[[19, 21]]","(True, 89)"
3589,88,"[[20, 22]]","(True, 89)"
3590,88,"[[21, 23]]","(True, 89)"
3591,88,"[[22, 24]]","(True, 89)"
3592,88,"[[23, 25]]","(True, 89)"
3593,88,"[[24, 26]]","(True, 89)"
3594,88,"[[25, 27]]","(True, 89)"
3595,88,"[[26, 28]]","(True, 89)"
3596,88,"[[27, 29]]","(True, 89)"
3597,88,"[[28, 30]]","(True, 89)"
3598,88,"[[29, 31]]","(True, 89)"
3599,88,"[[30, 32]]","(True, 89)"
3600,88,"[[31, 33]]","(True, 89)"
3601,88,"[[32, 34]]","(True, 89)"
3602,88,"[[33, 35]]","(True, 89)"
3603,88,"[[34, 36]]","(True, 89)"
3604,88,"[[35, 37]]","(True, 89)"
3605,88,"[[36, 38]]","(True, 89)"
3606,88,"[[37, 39]]","(True, 89)"
3607,88,"[[38, 40]]","(True, 89)"
3608,88,"[[39, 41]]","(True, 89)"
3609,88,"[[40, 42]]","(True, 89)"
3610,88,"[[41, 43]]","(True, 89)"
3611,88,"[[42, 44]]","(True, 89)"
3612,88,"[[43, 45]]","(True, 89)"
3613,88,"[[44, 46]]","(True, 89)"
3614,88,"[[45, 47]]","(True, 89)"
3615,88,"[[46, 48]]","(True, 89)"
3616,88,"[[47, 49]]","(True, 89)"
3617,88,"[[48, 50]]","(True, 89)"
3618,88,"[[49, 51]]","(True, 89)"
3619,88,"[[50, 52]]","(True, 89)"
3620,88,"[[51, 53]]","(True, 89)"
3621,88,"[[52, 54]]","(True, 89)"
3622,88,"[[53, 55]]","(True, 89)"
3623,88,"[[54, 56]]","(True, 89)"
3624,88,"[[55, 57]]","(True, 89)"
3625,88,"[[56, 58]]","(True, 89)"
3626,88,"[[57, 59]]","(True, 89)"
3627,88,"[[58, 60]]","(True, 89)"
3628,88,"[[59, 61]]","(True, 89)"
3629,88,"[[60, 62]]","(True, 89)"
3630,88,"[[61, 63]]","(True, 89)"
3631,88,"[[62, 64]]","(True, 89)"
3632,88,"[[63, 65]]","(True, 89)"
3633,88,"[[64, 66]]","(True, 89)"
3634,88,"[[65, 67]]","(True, 89)"
3635,88,"[[66, 68]]","(True, 89)"
3636,88,"[[67, 69]]","(True, 89)"
3637,88,"[[68, 70]]","(True, 89)"
3638,88,"[[69, 71]]","(True, 89)"
3639,88,"[[70, 72]]","(True, 89)"
3640,88,"[[71, 73]]","(True, 89)"
3641,88,"[[72, 74]]","(True, 89)"
3642,88,"[[73, 75]]","(True, 89)"
3643,88,"[[74, 76]]","(True, 89)"
3644,88,"[[75, 77]]","(True, 89)"
3645,88,"[[76, 78]]","(True, 89)"
3646,88,"[[77, 79]]","(True, 89)"
3647,88,"[[78, 80]]","(True, 89)"
3648,88,"[[79, 81]]","(True, 89)"
3649,88,"[[80, 82]]","(True, 89)"
3650,88,"[[81, 83]]","(True, 89)"
3651,88,"[[82, 84]]","(True, 89)"
3652,88,"[[83, 85]]","(True, 89)"
3653,88,"[[84, 86]]","(True, 89)"
3654,88,"[[85, 87]]","(True, 89)"
3655,89,"[[1, 3]]","(True, 90)"
3656,89,"[[2, 4]]","(True, 90)"
3657,89,"[[3, 5]]","(True, 90)"
3658,89,"[[4, 6]]","(True, 90)"
3659,89,"[[5, 7]]","(True, 90)"
3660,89,"[[6, 8]]","(True, 90)"
3661,89,"[[7, 9]]","(True, 90)"
3662,89,"[[8, 10]]","(True, 90)"
3663,89,"[[9, 11]]","(True, 90)"
3664,89,"[[10, 12]]","(True, 90)"
3665,89,"[[11, 13]]","(True, 90)"
3666,89,"[[12, 14]]","(True, 90)"
3667,89,"[[13, 15]]","(True, 90)"
3668,89,"[[14, 16]]","(True, 90)"
3669,89,"[[15, 17]]","(True, 90)"
3670,89,"[[16, 18]]","(True, 90)"
3671,89,"[[17, 19]]","(True, 90)"
3672,89,"[[18, 20]]","(True, 90)"
3673,89,"[[19, 21]]","(True, 90)"
3674,89,"[[20, 22]]","(True, 90)"
3675,89,"[[21, 23]]","(True, 90)"
3676,89,"[[22, 24]]","(True, 90)"
3677,89,"[[23, 25]]","(True, 90)"
3678,89,"[[24, 26]]","(True, 90)"
3679,89,"[[25, 27]]","(True, 90)"
3680,89,"[[26, 28]]","(True, 90)"
3681,89,"[[27, 29]]","(True, 90)"
3682,89,"[[28, 30]]","(True, 90)"
3683,89,"[[29, 31]]","(True, 90)"
3684,89,"[[30, 32]]","(True, 90)"
3685,89,"[[31, 33]]","(True, 90)"
3686,89,"[[32, 34]]","(True, 90)"
3687,89,"[[33, 35]]","(True, 90)"
3688,89,"[[34, 36]]","(True, 90)"
3689,89,"[[35, 37]]","(True, 90)"
3690,89,"[[36, 38]]","(True, 90)"
3691,89,"[[37, 39]]","(True, 90)"
3692,89,"[[38, 40]]","(True, 90)"
3693,89,"[[39, 41]]","(True, 90)"
3694,89,"[[40, 42]]","(True, 90)"
3695,89,"[[41, 43]]","(True, 90)"
3696,89,"[[42, 44]]","(True, 90)"
3697,89,"[[43, 45]]","(True, 90)"
3698,89,"[[44, 46]]","(True, 90)"
3699,89,"[[45, 47]]","(True, 90)"
3700,89,"[[46, 48]]","(True, 90)"
3701,89,"[[47, 49]]","(True, 90)"
3702,89,"[[48, 50]]","(True, 90)"
3703,89,"[[49, 51]]","(True, 90)"
3704,89,"[[50, 52]]","(True, 90)"
3705,89,"[[51, 53]]","(True, 90)"
3706,89,"[[52, 54]]","(True, 90)"
3707,89,"[[53, 55]]","(True, 90)"
3708,89,"[[54, 56]]","(True, 90)"
3709,89,"[[55, 57]]","(True, 90)"
3710,89,"[[56, 58]]","(True, 90)"
3711,89,"[[57, 59]]","(True, 90)"
3712,89,"[[58, 60]]","(True, 90)"
3713,89,"[[59, 61]]","(True, 90)"
3714,89,"[[60, 62]]","(True, 90)"
3715,89,"[[61, 63]]","(True, 90)"
3716,89,"[[62, 64]]","(True, 90)"
3717,89,"[[63, 65]]","(True, 90)"
3718,89,"[[64, 66]]","(True, 90)"
3719,89,"[[65, 67]]","(True, 90)"
3720,89,"[[66, 68]]","(True, 90)"
3721,89,"[[67, 69]]","(True, 90)"
3722,89,"[[68, 70]]","(True, 90)"
3723,89,"[[69, 71]]","(True, 90)"
3724,89,"[[70, 72]]","(True, 90)"
3725,89,"[[71, 73]]","(True, 90)"
3726,89,"[[72, 74]]","(True, 90)"
3727,89,"[[73, 75]]","(True, 90)"
3728,89,"[[74, 76]]","(True, 90)"
3729,89,"[[75, 77]]","(True, 90)"
3730,89,"[[76, 78]]","(True, 90)"
3731,89,"[[77, 79]]","(True, 90)"
3732,89,"[[78, 80]]","(True, 90)"
3733,89,"[[79, 81]]","(True, 90)"
3734,89,"[[80, 82]]","(True, 90)"
3735,89,"[[81, 83]]","(True, 90)"
3736,89,"[[82, 84]]","(True, 90)"
3737,89,"[[83, 85]]","(True, 90)"
3738,89,"[[84, 86]]","(True, 90)"
3739,89,"[[85, 87]]","(True, 90)"
3740,89,"[[86, 88]]","(True, 90)"
3741,90,"[[1, 3]]","(True, 91)"
3742,90,"[[2, 4]]","(True, 91)"
3743,90,"[[3, 5]]","(True, 91)"
3744,90,"[[4, 6]]","(True, 91)"
3745,90,"[[5, 7]]","(True, 91)"
3746,90,"[[6, 8]]","(True, 91)"
3747,90,"[[7, 9]]","(True, 91)"
3748,90,"[[8, 10]]","(True, 91)"
3749,90,"[[9, 11]]","(True, 91)"
3750,90,"[[10, 12]]","(True, 91)"
3751,90,"[[11, 13]]","(True, 91)"
3752,90,"[[12, 14]]","(True, 91)"
3753,90,"[[13, 15]]","(True, 91)"
3754,90,"[[14, 16]]","(True, 91)"
3755,90,"[[15, 17]]","(True, 91)"
3756,90,"[[16, 18]]","(True, 91)"
3757,90,"[[17, 19]]","(True, 91)"
3758,90,"[[18, 20]]","(True, 91)"
3759,90,"[[19, 21]]","(True, 91)"
3760,90,"[[20, 22]]","(True, 91)"
3761,90,"[[21, 23]]","(True, 91)"
3762,90,"[[22, 24]]","(True, 91)"
3763,90,"[[23, 25]]","(True, 91)"
3764,90,"[[24, 26]]","(True, 91)"
3765,90,"[[25, 27]]","(True, 91)"
3766,90,"[[26, 28]]","(True, 91)"
3767,90,"[[27, 29]]","(True, 91)"
3768,90,"[[28, 30]]","(True, 91)"
3769,90,"[[29, 31]]","(True, 91)"
3770,90,"[[30, 32]]","(True, 91)"
3771,90,"[[31, 33]]","(True, 91)"
3772,90,"[[32, 34]]","(True, 91)"
3773,90,"[[33, 35]]","(True, 91)"
3774,90,"[[34, 36]]","(True, 91)"
3775,90,"[[35, 37]]","(True, 91)"
3776,90,"[[36, 38]]","(True, 91)"
3777,90,"[[37, 39]]","(True, 91)"
3778,90,"[[38, 40]]","(True, 91)"
3779,90,"[[39, 41]]","(True, 91)"
3780,90,"[[40, 42]]","(True, 91)"
3781,90,"[[41, 43]]","(True, 91)"
3782,90,"[[42, 44]]","(True, 91)"
3783,90,"[[43, 45]]","(True, 91)"
3784,90,"[[44, 46]]","(True, 91)"
3785,90,"[[45, 47]]","(True, 91)"
3786,90,"[[46, 48]]","(True, 91)"
3787,90,"[[47, 49]]","(True, 91)"
3788,90,"[[48, 50]]","(True, 91)"
3789,90,"[[49, 51]]","(True, 91)"
3790,90,"[[50, 52]]","(True, 91)"
3791,90,"[[51, 53]]","(True, 91)"
3792,90,"[[52, 54]]","(True, 91)"
3793,90,"[[53, 55]]","(True, 91)"
3794,90,"[[54, 56]]","(True, 91)"
3795,90,"[[55, 57]]","(True, 91)"
3796,90,"[[56, 58]]","(True, 91)"
3797,90,"[[57, 59]]","(True, 91)"
3798,90,"[[58, 60]]","(True, 91)"
3799,90,"[[59, 61]]","(True, 91)"
3800,90,"[[60, 62]]","(True, 91)"
3801,90,"[[61, 63]]","(True, 91)"
3802,90,"[[62, 64]]","(True, 91)"
3803,90,"[[63, 65]]","(True, 91)"
3804,90,"[[64, 66]]","(True, 91)"
3805,90,"[[65, 67]]","(True, 91)"
3806,90,"[[66, 68]]","(True, 91)"
3807,90,"[[67, 69]]","(True, 91)"
3808,90,"[[68, 70]]","(True, 91)"
3809,90,"[[69, 71]]","(True, 91)"
3810,90,"[[70, 72]]","(True, 91)"
3811,90,"[[71, 73]]","(True, 91)"
3812,90,"[[72, 74]]","(True, 91)"
3813,90,"[[73, 75]]","(True, 91)"
3814,90,"[[74, 76]]","(True, 91)"
3815,90,"[[75, 77]]","(True, 91)"
3816,90,"[[76, 78]]","(True, 91)"
3817,90,"[[77, 79]]","(True, 91)"
3818,90,"[[78, 80]]","(True, 91)"
3819,90,"[[79, 81]]","(True, 91)"
3820,90,"[[80, 82]]","(True, 91)"
3821,90,"[[81, 83]]","(True, 91)"
3822,90,"[[82, 84]]","(True, 91)"
3823,90,"[[83, 85]]","(True, 91)"
3824,90,"[[84, 86]]","(True, 91)"
3825,90,"[[85, 87]]","(True, 91)"
3826,90,"[[86, 88]]","(True, 91)"
3827,90,"[[87, 89]]","(True, 91)"
3828,91,"[[1, 3]]","(True, 92)"
3829,91,"[[2, 4]]","(True, 92)"
3830,91,"[[3, 5]]","(True, 92)"
3831,91,"[[4, 6]]","(True, 92)"
3832,91,"[[5, 7]]","(True, 92)"
3833,91,"[[6, 8]]","(True, 92)"
3834,91,"[[7, 9]]","(True, 92)"
3835,91,"[[8, 10]]","(True, 92)"
3836,91,"[[9, 11]]","(True, 92)"
3837,91,"[[10, 12]]","(True, 92)"
3838,91,"[[11, 13]]","(True, 92)"
3839,91,"[[12, 14]]","(True, 92)"
3840,91,"[[13, 15]]","(True, 92)"
3841,91,"[[14, 16]]","(True, 92)"
3842,91,"[[15, 17]]","(True, 92)"
3843,91,"[[16, 18]]","(True, 92)"
3844,91,"[[17, 19]]","(True, 92)"
3845,91,"[[18, 20]]","(True, 92)"
3846,91,"[[19, 21]]","(True, 92)"
3847,91,"[[20, 22]]","(True, 92)"
3848,91,"[[21, 23]]","(True, 92)"
3849,91,"[[22, 24]]","(True, 92)"
3850,91,"[[23, 25]]","(True, 92)"
3851,91,"[[24, 26]]","(True, 92)"
3852,91,"[[25, 27]]","(True, 92)"
3853,91,"[[26, 28]]","(True, 92)"
3854,91,"[[27, 29]]","(True, 92)"
3855,91,"[[28, 30]]","(True, 92)"
3856,91,"[[29, 31]]","(True, 92)"
3857,91,"[[30, 32]]","(True, 92)"
3858,91,"[[31, 33]]","(True, 92)"
3859,91,"[[32, 34]]","(True, 92)"
3860,91,"[[33, 35]]","(True, 92)"
3861,91,"[[34, 36]]","(True, 92)"
3862,91,"[[35, 37]]","(True, 92)"
3863,91,"[[36, 38]]","(True, 92)"
3864,91,"[[37, 39]]","(True, 92)"
3865,91,"[[38, 40]]","(True, 92)"
3866,91,"[[39, 41]]","(True, 92)"
3867,91,"[[40, 42]]","(True, 92)"
3868,91,"[[41, 43]]","(True, 92)"
3869,91,"[[42, 44]]","(True, 92)"
3870,91,"[[43, 45]]","(True, 92)"
3871,91,"[[44, 46]]","(True, 92)"
3872,91,"[[45, 47]]","(True, 92)"
3873,91,"[[46, 48]]","(True, 92)"
3874,91,"[[47, 49]]","(True, 92)"
3875,91,"[[48, 50]]","(True, 92)"
3876,91,"[[49, 51]]","(True, 92)"
3877,91,"[[50, 52]]","(True, 92)"
3878,91,"[[51, 53]]","(True, 92)"
3879,91,"[[52, 54]]","(True, 92)"
3880,91,"[[53, 55]]","(True, 92)"
3881,91,"[[54, 56]]","(True, 92)"
3882,91,"[[55, 57]]","(True, 92)"
3883,91,"[[56, 58]]","(True, 92)"
3884,91,"[[57, 59]]","(True, 92)"
3885,91,"[[58, 60]]","(True, 92)"
3886,91,"[[59, 61]]","(True, 92)"
3887,91,"[[60, 62]]","(True, 92)"
3888,91,"[[61, 63]]","(True, 92)"
3889,91,"[[62, 64]]","(True, 92)"
3890,91,"[[63, 65]]","(True, 92)"
3891,91,"[[64, 66]]","(True, 92)"
3892,91,"[[65, 67]]","(True, 92)"
3893,91,"[[66, 68]]","(True, 92)"
3894,91,"[[67, 69]]","(True, 92)"
3895,91,"[[68, 70]]","(True, 92)"
3896,91,"[[69, 71]]","(True, 92)"
3897,91,"[[70, 72]]","(True, 92)"
3898,91,"[[71, 73]]","(True, 92)"
3899,91,"[[72, 74]]","(True, 92)"
3900,91,"[[73, 75]]","(True, 92)"
3901,91,"[[74, 76]]","(True, 92)"
3902,91,"[[75, 77]]","(True, 92)"
3903,91,"[[76, 78]]","(True, 92)"
3904,91,"[[77, 79]]","(True, 92)"
3905,91,"[[78, 80]]","(True, 92)"
3906,91,"[[79, 81]]","(True, 92)"
3907,91,"[[80, 82]]","(True, 92)"
3908,91,"[[81, 83]]","(True, 92)"
3909,91,"[[82, 84]]","(True, 92)"
3910,91,"[[83, 85]]","(True, 92)"
3911,91,"[[84, 86]]","(True, 92)"
3912,91,"[[85, 87]]","(True, 92)"
3913,91,"[[86, 88]]","(True, 92)"
3914,91,"[[87, 89]]","(True, 92)"
3915,91,"[[88, 90]]","(True, 92)"
3916,92,"[[1, 3]]","(True, 93)"
3917,92,"[[2, 4]]","(True, 93)"
3918,92,"[[3, 5]]","(True, 93)"
3919,92,"[[4, 6]]","(True, 93)"
3920,92,"[[5, 7]]","(True, 93)"
3921,92,"[[6, 8]]","(True, 93)"
3922,92,"[[7, 9]]","(True, 93)"
3923,92,"[[8, 10]]","(True, 93)"
3924,92,"[[9, 11]]","(True, 93)"
3925,92,"[[10, 12]]","(True, 93)"
3926,92,"[[11, 13]]","(True, 93)"
3927,92,"[[12, 14]]","(True, 93)"
3928,92,"[[13, 15]]","(True, 93)"
3929,92,"[[14, 16]]","(True, 93)"
3930,92,"[[15, 17]]","(True, 93)"
3931,92,"[[16, 18]]","(True, 93)"
3932,92,"[[17, 19]]","(True, 93)"
3933,92,"[[18, 20]]","(True, 93)"
3934,92,"[[19, 21]]","(True, 93)"
3935,92,"[[20, 22]]","(True, 93)"
3936,92,"[[21, 23]]","(True, 93)"
3937,92,"[[22, 24]]","(True, 93)"
3938,92,"[[23, 25]]","(True, 93)"
3939,92,"[[24, 26]]","(True, 93)"
3940,92,"[[25, 27]]","(True, 93)"
3941,92,"[[26, 28]]","(True, 93)"
3942,92,"[[27, 29]]","(True, 93)"
3943,92,"[[28, 30]]","(True, 93)"
3944,92,"[[29, 31]]","(True, 93)"
3945,92,"[[30, 32]]","(True, 93)"
3946,92,"[[31, 33]]","(True, 93)"
3947,92,"[[32, 34]]","(True, 93)"
3948,92,"[[33, 35]]","(True, 93)"
3949,92,"[[34, 36]]","(True, 93)"
3950,92,"[[35, 37]]","(True, 93)"
3951,92,"[[36, 38]]","(True, 93)"
3952,92,"[[37, 39]]","(True, 93)"
3953,92,"[[38, 40]]","(True, 93)"
3954,92,"[[39, 41]]","(True, 93)"
3955,92,"[[40, 42]]","(True, 93)"
3956,92,"[[41, 43]]","(True, 93)"
3957,92,"[[42, 44]]","(True, 93)"
3958,92,"[[43, 45]]","(True, 93)"
3959,92,"[[44, 46]]","(True, 93)"
3960,92,"[[45, 47]]","(True, 93)"
3961,92,"[[46, 48]]","(True, 93)"
3962,92,"[[47, 49]]","(True, 93)"
3963,92,"[[48, 50]]","(True, 93)"
3964,92,"[[49, 51]]","(True, 93)"
3965,92,"[[50, 52]]","(True, 93)"
3966,92,"[[51, 53]]","(True, 93)"
3967,92,"[[52, 54]]","(True, 93)"
3968,92,"[[53, 55]]","(True, 93)"
3969,92,"[[54, 56]]","(True, 93)"
3970,92,"[[55, 57]]","(True, 93)"
3971,92,"[[56, 58]]","(True, 93)"
3972,92,"[[57, 59]]","(True, 93)"
3973,92,"[[58, 60]]","(True, 93)"
3974,92,"[[59, 61]]","(True, 93)"
3975,92,"[[60, 62]]","(True, 93)"
3976,92,"[[61, 63]]","(True, 93)"
3977,92,"[[62, 64]]","(True, 93)"
3978,92,"[[63, 65]]","(True, 93)"
3979,92,"[[64, 66]]","(True, 93)"
3980,92,"[[65, 67]]","(True, 93)"
3981,92,"[[66, 68]]","(True, 93)"
3982,92,"[[67, 69]]","(True, 93)"
3983,92,"[[68, 70]]","(True, 93)"
3984,92,"[[69, 71]]","(True, 93)"
3985,92,"[[70, 72]]","(True, 93)"
3986,92,"[[71, 73]]","(True, 93)"
3987,92,"[[72, 74]]","(True, 93)"
3988,92,"[[73, 75]]","(True, 93)"
3989,92,"[[74, 76]]","(True, 93)"
3990,92,"[[75, 77]]","(True, 93)"
3991,92,"[[76, 78]]","(True, 93)"
3992,92,"[[77, 79]]","(True, 93)"
3993,92,"[[78, 80]]","(True, 93)"
3994,92,"[[79, 81]]","(True, 93)"
3995,92,"[[80, 82]]","(True, 93)"
3996,92,"[[81, 83]]","(True, 93)"
3997,92,"[[82, 84]]","(True, 93)"
3998,92,"[[83, 85]]","(True, 93)"
3999,92,"[[84, 86]]","(True, 93)"
4000,92,"[[85, 87]]","(True, 93)"
4001,92,"[[86, 88]]","(True, 93)"
4002,92,"[[87, 89]]","(True, 93)"
4003,92,"[[88, 90]]","(True, 93)"
4004,92,"[[89, 91]]","(True, 93)"
4005,93,"[[1, 3]]","(True, 94)"
4006,93,"[[2, 4]]","(True, 94)"
4007,93,"[[3, 5]]","(True, 94)"
4008,93,"[[4, 6]]","(True, 94)"
4009,93,"[[5, 7]]","(True, 94)"
4010,93,"[[6, 8]]","(True, 94)"
4011,93,"[[7, 9]]","(True, 94)"
4012,93,"[[8, 10]]","(True, 94)"
4013,93,"[[9, 11]]","(True, 94)"
