,n,Relations,FCY Result
2798,78,"[[24, 26]]","(True, 79)"
2799,78,"[[25, 27]]","(True, 79)"
2800,78,"[[26, 28]]","(True, 79)"
2801,78,"[[27, 29]]","(True, 79)"
2802,78,"[[28, 30]]","(True, 79)"
2803,78,"[[29, 31]]","(True, 79)"
2804,78,"[[30, 32]]","(True, 79)"
2805,78,"[[31, 33]]","(True, 79)"
2806,78,"[[32, 34]]","(True, 79)"
2807,78,"[[33, 35]]","(True, 79)"
2808,78,"[[34, 36]]","(True, 79)"
2809,78,"[[35, 37]]","(True, 79)"
2810,78,"[[36, 38]]","(True, 79)"
2811,78,"[[37, 39]]","(True, 79)"
2812,78,"[[38, 40]]","(True, 79)"
2813,78,"[[39, 41]]","(True, 79)"
2814,78,"[[40, 42]]","(True, 79)"
2815,78,"[[41, 43]]","(True, 79)"
2816,78,"[[42, 44]]","(True, 79)"
2817,78,"[[43, 45]]","(True, 79)"
2818,78,"[[44, 46]]","(True, 79)"
2819,78,"[[45, 47]]","(True, 79)"
2820,78,"[[46, 48]]","(True, 79)"
2821,78,"[[47, 49]]","(True, 79)"
2822,78,"[[48, 50]]","(True, 79)"
2823,78,"[[49, 51]]","(True, 79)"
2824,78,"[[50, 52]]","(True, 79)"
2825,78,"[[51, 53]]","(True, 79)"
2826,78,"[[52, 54]]","(True, 79)"
2827,78,"[[53, 55]]","(True, 79)"
2828,78,"[[54, 56]]","(True, 79)"
2829,78,"[[55, 57]]","(True, 79)"
2830,78,"[[56, 58]]","(True, 79)"
2831,78,"[[57, 59]]","(True, 79)"
2832,78,"[[58, 60]]","(True, 79)"
2833,78,"[[59, 61]]","(True, 79)"
2834,78,"[[60, 62]]","(True, 79)"
2835,78,"[[61, 63]]","(True, 79)"
2836,78,"[[62, 64]]","(True, 79)"
2837,78,"[[63, 65]]","(True, 79)"
2838,78,"[[64, 66]]","(True, 79)"
2839,78,"[[65, 67]]","(True, 79)"
2840,78,"[[66, 68]]","(True, 79)"
2841,78,"[[67, 69]]","(True, 79)"
2842,78,"[[68, 70]]","(True, 79)"
2843,78,"[[69, 71]]","(True, 79)"
2844,78,"[[70, 72]]","(True, 79)"
2845,78,"[[71, 73]]","(True, 79)"
2846,78,"[[72, 74]]","(True, 79)"
2847,78,"[[73, 75]]","(True, 79)"
2848,78,"[[74, 76]]","(True, 79)"
2849,78,"[[75, 77]]","(True, 79)"
2850,79,"[[1, 3]]","(True, 80)"
2851,79,"[[2, 4]]","(True, 80)"
2852,79,"[[3, 5]]","(True, 80)"
2853,79,"[[4, 6]]","(True, 80)"
2854,79,"[[5, 7]]","(True, 80)"
2855,79,"[[6, 8]]","(True, 80)"
2856,79,"[[7, 9]]","(True, 80)"
2857,79,"[[8, 10]]","(True, 80)"
2858,79,"[[9, 11]]","(True, 80)"
2859,79,"[[10, 12]]","(True, 80)"
2860,79,"[[11, 13]]","(True, 80)"
2861,79,"[[12, 14]]","(True, 80)"
2862,79,"[[13, 15]]","(True, 80)"
2863,79,"[[14, 16]]","(True, 80)"
2864,79,"[[15, 17]]","(True, 80)"
2865,79,"[[16, 18]]","(True, 80)"
2866,79,"[[17, 19]]","(True, 80)"
2867,79,"[[18, 20]]","(True, 80)"
2868,79,"[[19, 21]]","(True, 80)"
2869,79,"[[20, 22]]","(True, 80)"
2870,79,"[[21, 23]]","(True, 80)"
2871,79,"[[22, 24]]","(True, 80)"
2872,79,"[[23, 25]]","(True, 80)"
2873,79,"[[24, 26]]","(True, 80)"
2874,79,"[[25, 27]]","(True, 80)"
2875,79,"[[26, 28]]","(True, 80)"
2876,79,"[[27, 29]]","(True, 80)"
2877,79,"[[28, 30]]","(True, 80)"
2878,79,"[[29, 31]]","(True, 80)"
2879,79,"[[30, 32]]","(True, 80)"
2880,79,"[[31, 33]]","(True, 80)"
2881,79,"[[32, 34]]","(True, 80)"
2882,79,"[[33, 35]]","(True, 80)"
2883,79,"[[34, 36]]","(True, 80)"
2884,79,"[[35, 37]]","(True, 80)"
2885,79,"[[36, 38]]","(True, 80)"
2886,79,"[[37, 39]]","(True, 80)"
2887,79,"[[38, 40]]","(True, 80)"
2888,79,"[[39, 41]]","(True, 80)"
2889,79,"[[40, 42]]","(True, 80)"
2890,79,"[[41, 43]]","(True, 80)"
2891,79,"[[42, 44]]","(True, 80)"
2892,79,"[[43, 45]]","(True, 80)"
2893,79,"[[44, 46]]","(True, 80)"
2894,79,"[[45, 47]]","(True, 80)"
2895,79,"[[46, 48]]","(True, 80)"
2896,79,"[[47, 49]]","(True, 80)"
2897,79,"[[48, 50]]","(True, 80)"
2898,79,"[[49, 51]]","(True, 80)"
2899,79,"[[50, 52]]","(True, 80)"
2900,79,"[[51, 53]]","(True, 80)"
2901,79,"[[52, 54]]","(True, 80)"
2902,79,"[[53, 55]]","(True, 80)"
2903,79,"[[54, 56]]","(True, 80)"
2904,79,"[[55, 57]]","(True, 80)"
2905,79,"[[56, 58]]","(True, 80)"
2906,79,"[[57, 59]]","(True, 80)"
2907,79,"[[58, 60]]","(True, 80)"
2908,79,"[[59, 61]]","(True, 80)"
2909,79,"[[60, 62]]","(True, 80)"
2910,79,"[[61, 63]]","(True, 80)"
2911,79,"[[62, 64]]","(True, 80)"
2912,79,"[[63, 65]]","(True, 80)"
2913,79,"[[64, 66]]","(True, 80)"
2914,79,"[[65, 67]]","(True, 80)"
2915,79,"[[66, 68]]","(True, 80)"
2916,79,"[[67, 69]]","(True, 80)"
2917,79,"[[68, 70]]","(True, 80)"
2918,79,"[[69, 71]]","(True, 80)"
2919,79,"[[70, 72]]","(True, 80)"
2920,79,"[[71, 73]]","(True, 80)"
2921,79,"[[72, 74]]","(True, 80)"
2922,79,"[[73, 75]]","(True, 80)"
2923,79,"[[74, 76]]","(True, 80)"
2924,79,"[[75, 77]]","(True, 80)"
2925,79,"[[76, 78]]","(True, 80)"
2926,80,"[[1, 3]]","(True, 81)"
2927,80,"[[2, 4]]","(True, 81)"
2928,80,"[[3, 5]]","(True, 81)"
2929,80,"[[4, 6]]","(True, 81)"
2930,80,"[[5, 7]]","(True, 81)"
2931,80,"[[6, 8]]","(True, 81)"
2932,80,"[[7, 9]]","(True, 81)"
2933,80,"[[8, 10]]","(True, 81)"
2934,80,"[[9, 11]]","(True, 81)"
2935,80,"[[10, 12]]","(True, 81)"
2936,80,"[[11, 13]]","(True, 81)"
2937,80,"[[12, 14]]","(True, 81)"
2938,80,"[[13, 15]]","(True, 81)"
2939,80,"[[14, 16]]","(True, 81)"
2940,80,"[[15, 17]]","(True, 81)"
2941,80,"[[16, 18]]","(True, 81)"
2942,80,"[[17, 19]]","(True, 81)"
2943,80,"[[18, 20]]","(True, 81)"
2944,80,"[[19, 21]]","(True, 81)"
2945,80,"[[20, 22]]","(True, 81)"
2946,80,"[[21, 23]]","(True, 81)"
2947,80,"[[22, 24]]","(True, 81)"
2948,80,"[[23, 25]]","(True, 81)"
2949,80,"[[24, 26]]","(True, 81)"
2950,80,"[[25, 27]]","(True, 81)"
2951,80,"[[26, 28]]","(True, 81)"
2952,80,"[[27, 29]]","(True, 81)"
2953,80,"[[28, 30]]","(True, 81)"
2954,80,"[[29, 31]]","(True, 81)"
2955,80,"[[30, 32]]","(True, 81)"
2956,80,"[[31, 33]]","(True, 81)"
2957,80,"[[32, 34]]","(True, 81)"
2958,80,"[[33, 35]]","(True, 81)"
2959,80,"[[34, 36]]","(True, 81)"
2960,80,"[[35, 37]]","(True, 81)"
2961,80,"[[36, 38]]","(True, 81)"
2962,80,"[[37, 39]]","(True, 81)"
2963,80,"[[38, 40]]","(True, 81)"
2964,80,"[[39, 41]]","(True, 81)"
2965,80,"[[40, 42]]","(True, 81)"
2966,80,"[[41, 43]]","(True, 81)"
2967,80,"[[42, 44]]","(True, 81)"
2968,80,"[[43, 45]]","(True, 81)"
2969,80,"[[44, 46]]","(True, 81)"
2970,80,"[[45, 47]]","(True, 81)"
2971,80,"[[46, 48]]","(True, 81)"
2972,80,"[[47, 49]]","(True, 81)"
2973,80,"[[48, 50]]","(True, 81)"
2974,80,"[[49, 51]]","(True, 81)"
2975,80,"[[50, 52]]","(True, 81)"
2976,80,"[[51, 53]]","(True, 81)"
2977,80,"[[52, 54]]","(True, 81)"
2978,80,"[[53, 55]]","(True, 81)"
2979,80,"[[54, 56]]","(True, 81)"
2980,80,"[[55, 57]]","(True, 81)"
2981,80,"[[56, 58]]","(True, 81)"
2982,80,"[[57, 59]]","(True, 81)"
2983,80,"[[58, 60]]","(True, 81)"
2984,80,"[[59, 61]]","(True, 81)"
2985,80,"[[60, 62]]","(True, 81)"
2986,80,"[[61, 63]]","(True, 81)"
2987,80,"[[62, 64]]","(True, 81)"
2988,80,"[[63, 65]]","(True, 81)"
2989,80,"[[64, 66]]","(True, 81)"
2990,80,"[[65, 67]]","(True, 81)"
2991,80,"[[66, 68]]","(True, 81)"
2992,80,"[[67, 69]]","(True, 81)"
2993,80,"[[68, 70]]","(True, 81)"
2994,80,"[[69, 71]]","(True, 81)"
2995,80,"[[70, 72]]","(True, 81)"
2996,80,"[[71, 73]]","(True, 81)"
2997,80,"[[72, 74]]","(True, 81)"
2998,80,"[[73, 75]]","(True, 81)"
2999,80,"[[74, 76]]","(True, 81)"
3000,80,"[[75, 77]]","(True, 81)"
3001,80,"[[76, 78]]","(True, 81)"
3002,80,"[[77, 79]]","(True, 81)"
3003,81,"[[1, 3]]","(True, 82)"
3004,81,"[[2, 4]]","(True, 82)"
3005,81,"[[3, 5]]","(True, 82)"
3006,81,"[[4, 6]]","(True, 82)"
3007,81,"[[5, 7]]","(True, 82)"
3008,81,"[[6, 8]]","(True, 82)"
3009,81,"[[7, 9]]","(True, 82)"
3010,81,"[[8, 10]]","(True, 82)"
3011,81,"[[9, 11]]","(True, 82)"
3012,81,"[[10, 12]]","(True, 82)"
3013,81,"[[11, 13]]","(True, 82)"
3014,81,"[[12, 14]]","(True, 82)"
3015,81,"[[13, 15]]","(True, 82)"
3016,81,"[[14, 16]]","(True, 82)"
3017,81,"[[15, 17]]","(True, 82)"
3018,81,"[[16, 18]]","(True, 82)"
3019,81,"[[17, 19]]","(True, 82)"
3020,81,"[[18, 20]]","(True, 82)"
3021,81,"[[19, 21]]","(True, 82)"
3022,81,"[[20, 22]]","(True, 82)"
3023,81,"[[21, 23]]","(True, 82)"
3024,81,"[[22, 24]]","(True, 82)"
3025,81,"[[23, 25]]","(True, 82)"
3026,81,"[[24, 26]]","(True, 82)"
3027,81,"[[25, 27]]","(True, 82)"
3028,81,"[[26, 28]]","(True, 82)"
3029,81,"[[27, 29]]","(True, 82)"
3030,81,"[[28, 30]]","(True, 82)"
3031,81,"[[29, 31]]","(True, 82)"
3032,81,"[[30, 32]]","(True, 82)"
3033,81,"[[31, 33]]","(True, 82)"
3034,81,"[[32, 34]]","(True, 82)"
3035,81,"[[33, 35]]","(True, 82)"
3036,81,"[[34, 36]]","(True, 82)"
3037,81,"[[35, 37]]","(True, 82)"
3038,81,"[[36, 38]]","(True, 82)"
3039,81,"[[37, 39]]","(True, 82)"
3040,81,"[[38, 40]]","(True, 82)"
3041,81,"[[39, 41]]","(True, 82)"
3042,81,"[[40, 42]]","(True, 82)"
3043,81,"[[41, 43]]","(True, 82)"
3044,81,"[[42, 44]]","(True, 82)"
3045,81,"[[43, 45]]","(True, 82)"
3046,81,"[[44, 46]]","(True, 82)"
3047,81,"[[45, 47]]","(True, 82)"
3048,81,"[[46, 48]]","(True, 82)"
3049,81,"[[47, 49]]","(True, 82)"
3050,81,"[[48, 50]]","(True, 82)"
3051,81,"[[49, 51]]","(True, 82)"
3052,81,"[[50, 52]]","(True, 82)"
3053,81,"[[51, 53]]","(True, 82)"
3054,81,"[[52, 54]]","(True, 82)"
3055,81,"[[53, 55]]","(True, 82)"
3056,81,"[[54, 56]]","(True, 82)"
3057,81,"[[55, 57]]","(True, 82)"
3058,81,"[[56, 58]]","(True, 82)"
3059,81,"[[57, 59]]","(True, 82)"
3060,81,"[[58, 60]]","(True, 82)"
3061,81,"[[59, 61]]","(True, 82)"
3062,81,"[[60, 62]]","(True, 82)"
3063,81,"[[61, 63]]","(True, 82)"
3064,81,"[[62, 64]]","(True, 82)"
3065,81,"[[63, 65]]","(True, 82)"
3066,81,"[[64, 66]]","(True, 82)"
3067,81,"[[65, 67]]","(True, 82)"
3068,81,"[[66, 68]]","(True, 82)"
3069,81,"[[67, 69]]","(True, 82)"
3070,81,"[[68, 70]]","(True, 82)"
3071,81,"[[69, 71]]","(True, 82)"
3072,81,"[[70, 72]]","(True, 82)"
3073,81,"[[71, 73]]","(True, 82)"
3074,81,"[[72, 74]]","(True, 82)"
3075,81,"[[73, 75]]","(True, 82)"
3076,81,"[[74, 76]]","(True, 82)"
3077,81,"[[75, 77]]","(True, 82)"
3078,81,"[[76, 78]]","(True, 82)"
3079,81,"[[77, 79]]","(True, 82)"
3080,81,"[[78, 80]]","(True, 82)"
3081,82,"[[1, 3]]","(True, 83)"
3082,82,"[[2, 4]]","(True, 83)"
3083,82,"[[3, 5]]","(True, 83)"
3084,82,"[[4, 6]]","(True, 83)"
3085,82,"[[5, 7]]","(True, 83)"
3086,82,"[[6, 8]]","(True, 83)"
3087,82,"[[7, 9]]","(True, 83)"
3088,82,"[[8, 10]]","(True, 83)"
3089,82,"[[9, 11]]","(True, 83)"
3090,82,"[[10, 12]]","(True, 83)"
3091,82,"[[11, 13]]","(True, 83)"
3092,82,"[[12, 14]]","(True, 83)"
3093,82,"[[13, 15]]","(True, 83)"
3094,82,"[[14, 16]]","(True, 83)"
3095,82,"[[15, 17]]","(True, 83)"
3096,82,"[[16, 18]]","(True, 83)"
3097,82,"[[17, 19]]","(True, 83)"
3098,82,"[[18, 20]]","(True, 83)"
3099,82,"[[19, 21]]","(True, 83)"
3100,82,"[[20, 22]]","(True, 83)"
3101,82,"[[21, 23]]","(True, 83)"
3102,82,"[[22, 24]]","(True, 83)"
3103,82,"[[23, 25]]","(True, 83)"
3104,82,"[[24, 26]]","(True, 83)"
3105,82,"[[25, 27]]","(True, 83)"
3106,82,"[[26, 28]]","(True, 83)"
3107,82,"[[27, 29]]","(True, 83)"
3108,82,"[[28, 30]]","(True, 83)"
3109,82,"[[29, 31]]","(True, 83)"
3110,82,"[[30, 32]]","(True, 83)"
3111,82,"[[31, 33]]","(True, 83)"
3112,82,"[[32, 34]]","(True, 83)"
3113,82,"[[33, 35]]","(True, 83)"
3114,82,"[[34, 36]]","(True, 83)"
3115,82,"[[35, 37]]","(True, 83)"
3116,82,"[[36, 38]]","(True, 83)"
3117,82,"[[37, 39]]","(True, 83)"
3118,82,"[[38, 40]]","(True, 83)"
3119,82,"[[39, 41]]","(True, 83)"
3120,82,"[[40, 42]]","(True, 83)"
3121,82,"[[41, 43]]","(True, 83)"
3122,82,"[[42, 44]]","(True, 83)"
3123,82,"[[43, 45]]","(True, 83)"
3124,82,"[[44, 46]]","(True, 83)"
3125,82,"[[45, 47]]","(True, 83)"
3126,82,"[[46, 48]]","(True, 83)"
3127,82,"[[47, 49]]","(True, 83)"
3128,82,"[[48, 50]]","(True, 83)"
3129,82,"[[49, 51]]","(True, 83)"
3130,82,"[[50, 52]]","(True, 83)"
3131,82,"[[51, 53]]","(True, 83)"
3132,82,"[[52, 54]]","(True, 83)"
3133,82,"[[53, 55]]","(True, 83)"
3134,82,"[[54, 56]]","(True, 83)"
3135,82,"[[55, 57]]","(True, 83)"
3136,82,"[[56, 58]]","(True, 83)"
3137,82,"[[57, 59]]","(True, 83)"
3138,82,"[[58, 60]]","(True, 83)"
3139,82,"[[59, 61]]","(True, 83)"
3140,82,"[[60, 62]]","(True, 83)"
3141,82,"[[61, 63]]","(True, 83)"
3142,82,"[[62, 64]]","(True, 83)"
3143,82,"[[63, 65]]","(True, 83)"
3144,82,"[[64, 66]]","(True, 83)"
3145,82,"[[65, 67]]","(True, 83)"
3146,82,"[[66, 68]]","(True, 83)"
3147,82,"[[67, 69]]","(True, 83)"
3148,82,"[[68, 70]]","(True, 83)"
3149,82,"[[69, 71]]","(True, 83)"
3150,82,"[[70, 72]]","(True, 83)"
3151,82,"[[71, 73]]","(True, 83)"
3152,82,"[[72, 74]]","(True, 83)"
3153,82,"[[73, 75]]","(True, 83)"
3154,82,"[[74, 76]]","(True, 83)"
3155,82,"[[75, 77]]","(True, 83)"
3156,82,"[[76, 78]]","(True, 83)"
3157,82,"[[77, 79]]","(True, 83)"
3158,82,"[[78, 80]]","(True, 83)"
3159,82,"[[79, 81]]","(True, 83)"
3160,83,"[[1, 3]]","(True, 84)"
3161,83,"[[2, 4]]","(True, 84)"
3162,83,"[[3, 5]]","(True, 84)"
3163,83,"[[4, 6]]","(True, 84)"
3164,83,"[[5, 7]]","(True, 84)"
3165,83,"[[6, 8]]","(True, 84)"
3166,83,"[[7, 9]]","(True, 84)"
3167,83,"[[8, 10]]","(True, 84)"
3168,83,"[[9, 11]]","(True, 84)"
3169,83,"[[10, 12]]","(True, 84)"
3170,83,"[[11, 13]]","(True, 84)"
3171,83,"[[12, 14]]","(True, 84)"
3172,83,"[[13, 15]]","(True, 84)"
3173,83,"[[14, 16]]","(True, 84)"
3174,83,"[[15, 17]]","(True, 84)"
3175,83,"[[16, 18]]","(True, 84)"
3176,83,"[[17, 19]]","(True, 84)"
3177,83,"[[18, 20]]","(True, 84)"
3178,83,"[[19, 21]]","(True, 84)"
3179,83,"[[20, 22]]","(True, 84)"
3180,83,"[[21, 23]]","(True, 84)"
3181,83,"[[22, 24]]","(True, 84)"
3182,83,"[[23, 25]]","(True, 84)"
3183,83,"[[24, 26]]","(True, 84)"
3184,83,"[[25, 27]]","(True, 84)"
3185,83,"[[26, 28]]","(True, 84)"
3186,83,"[[27, 29]]","(True, 84)"
3187,83,"[[28, 30]]","(True, 84)"
3188,83,"[[29, 31]]","(True, 84)"
3189,83,"[[30, 32]]","(True, 84)"
3190,83,"[[31, 33]]","(True, 84)"
3191,83,"[[32, 34]]","(True, 84)"
3192,83,"[[33, 35]]","(True, 84)"
3193,83,"[[34, 36]]","(True, 84)"
3194,83,"[[35, 37]]","(True, 84)"
3195,83,"[[36, 38]]","(True, 84)"
3196,83,"[[37, 39]]","(True, 84)"
3197,83,"[[38, 40]]","(True, 84)"
3198,83,"[[39, 41]]","(True, 84)"
3199,83,"[[40, 42]]","(True, 84)"
3200,83,"[[41, 43]]","(True, 84)"
3201,83,"[[42, 44]]","(True, 84)"
3202,83,"[[43, 45]]","(True, 84)"
3203,83,"[[44, 46]]","(True, 84)"
3204,83,"[[45, 47]]","(True, 84)"
3205,83,"[[46, 48]]","(True, 84)"
3206,83,"[[47, 49]]","(True, 84)"
3207,83,"[[48, 50]]","(True, 84)"
3208,83,"[[49, 51]]","(True, 84)"
3209,83,"[[50, 52]]","(True, 84)"
3210,83,"[[51, 53]]","(True, 84)"
3211,83,"[[52, 54]]","(True, 84)"
3212,83,"[[53, 55]]","(True, 84)"
3213,83,"[[54, 56]]","(True, 84)"
3214,83,"[[55, 57]]","(True, 84)"
3215,83,"[[56, 58]]","(True, 84)"
3216,83,"[[57, 59]]","(True, 84)"
3217,83,"[[58, 60]]","(True, 84)"
3218,83,"[[59, 61]]","(True, 84)"
3219,83,"[[60, 62]]","(True, 84)"
3220,83,"[[61, 63]]","(True, 84)"
3221,83,"[[62, 64]]","(True, 84)"
3222,83,"[[63, 65]]","(True, 84)"
3223,83,"[[64, 66]]","(True, 84)"
3224,83,"[[65, 67]]","(True, 84)"
3225,83,"[[66, 68]]","(True, 84)"
3226,83,"[[67, 69]]","(True, 84)"
3227,83,"[[68, 70]]","(True, 84)"
3228,83,"[[69, 71]]","(True, 84)"
3229,83,"[[70, 72]]","(True, 84)"
3230,83,"[[71, 73]]","(True, 84)"
3231,83,"[[72, 74]]","(True, 84)"
3232,83,"[[73, 75]]","(True, 84)"
3233,83,"[[74, 76]]","(True, 84)"
3234,83,"[[75, 77]]","(True, 84)"
3235,83,"[[76, 78]]","(True, 84)"
3236,83,"[[77, 79]]","(True, 84)"
3237,83,"[[78, 80]]","(True, 84)"
3238,83,"[[79, 81]]","(True, 84)"
3239,83,"[[80, 82]]","(True, 84)"
3240,84,"[[1, 3]]","(True, 85)"
3241,84,"[[2, 4]]","(True, 85)"
3242,84,"[[3, 5]]","(True, 85)"
3243,84,"[[4, 6]]","(True, 85)"
3244,84,"[[5, 7]]","(True, 85)"
3245,84,"[[6, 8]]","(True, 85)"
3246,84,"[[7, 9]]","(True, 85)"
3247,84,"[[8, 10]]","(True, 85)"
3248,84,"[[9, 11]]","(True, 85)"
3249,84,"[[10, 12]]","(True, 85)"
3250,84,"[[11, 13]]","(True, 85)"
3251,84,"[[12, 14]]","(True, 85)"
3252,84,"[[13, 15]]","(True, 85)"
3253,84,"[[14, 16]]","(True, 85)"
3254,84,"[[15, 17]]","(True, 85)"
3255,84,"[[16, 18]]","(True, 85)"
3256,84,"[[17, 19]]","(True, 85)"
3257,84,"[[18, 20]]","(True, 85)"
3258,84,"[[19, 21]]","(True, 85)"
3259,84,"[[20, 22]]","(True, 85)"
3260,84,"[[21, 23]]","(True, 85)"
3261,84,"[[22, 24]]","(True, 85)"
3262,84,"[[23, 25]]","(True, 85)"
3263,84,"[[24, 26]]","(True, 85)"
3264,84,"[[25, 27]]","(True, 85)"
3265,84,"[[26, 28]]","(True, 85)"
3266,84,"[[27, 29]]","(True, 85)"
3267,84,"[[28, 30]]","(True, 85)"
3268,84,"[[29, 31]]","(True, 85)"
3269,84,"[[30, 32]]","(True, 85)"
3270,84,"[[31, 33]]","(True, 85)"
3271,84,"[[32, 34]]","(True, 85)"
3272,84,"[[33, 35]]","(True, 85)"
3273,84,"[[34, 36]]","(True, 85)"
3274,84,"[[35, 37]]","(True, 85)"
3275,84,"[[36, 38]]","(True, 85)"
3276,84,"[[37, 39]]","(True, 85)"
3277,84,"[[38, 40]]","(True, 85)"
3278,84,"[[39, 41]]","(True, 85)"
3279,84,"[[40, 42]]","(True, 85)"
3280,84,"[[41, 43]]","(True, 85)"
3281,84,"[[42, 44]]","(True, 85)"
3282,84,"[[43, 45]]","(True, 85)"
3283,84,"[[44, 46]]","(True, 85)"
3284,84,"[[45, 47]]","(True, 85)"
3285,84,"[[46, 48]]","(True, 85)"
3286,84,"[[47, 49]]","(True, 85)"
3287,84,"[[48, 50]]","(True, 85)"
3288,84,"[[49, 51]]","(True, 85)"
3289,84,"[[50, 52]]","(True, 85)"
3290,84,"[[51, 53]]","(True, 85)"
3291,84,"[[52, 54]]","(True, 85)"
3292,84,"[[53, 55]]","(True, 85)"
3293,84,"[[54, 56]]","(True, 85)"
3294,84,"[[55, 57]]","(True, 85)"
3295,84,"[[56, 58]]","(True, 85)"
3296,84,"[[57, 59]]","(True, 85)"
3297,84,"[[58, 60]]","(True, 85)"
3298,84,"[[59, 61]]","(True, 85)"
3299,84,"[[60, 62]]","(True, 85)"
3300,84,"[[61, 63]]","(True, 85)"
3301,84,"[[62, 64]]","(True, 85)"
3302,84,"[[63, 65]]","(True, 85)"
3303,84,"[[64, 66]]","(True, 85)"
3304,84,"[[65, 67]]","(True, 85)"
3305,84,"[[66, 68]]","(True, 85)"
3306,84,"[[67, 69]]","(True, 85)"
3307,84,"[[68, 70]]","(True, 85)"
3308,84,"[[69, 71]]","(True, 85)"
3309,84,"[[70, 72]]","(True, 85)"
3310,84,"[[71, 73]]","(True, 85)"
3311,84,"[[72, 74]]","(True, 85)"
3312,84,"[[73, 75]]","(True, 85)"
3313,84,"[[74, 76]]","(True, 85)"
3314,84,"[[75, 77]]","(True, 85)"
3315,84,"[[76, 78]]","(True, 85)"
3316,84,"[[77, 79]]","(True, 85)"
3317,84,"[[78, 80]]","(True, 85)"
3318,84,"[[79, 81]]","(True, 85)"
3319,84,"[[80, 82]]","(True, 85)"
3320,84,"[[81, 83]]","(True, 85)"
3321,85,"[[1, 3]]","(True, 86)"
3322,85,"[[2, 4]]","(True, 86)"
3323,85,"[[3, 5]]","(True, 86)"
3324,85,"[[4, 6]]","(True, 86)"
3325,85,"[[5, 7]]","(True, 86)"
3326,85,"[[6, 8]]","(True, 86)"
3327,85,"[[7, 9]]","(True, 86)"
3328,85,"[[8, 10]]","(True, 86)"
3329,85,"[[9, 11]]","(True, 86)"
3330,85,"[[10, 12]]","(True, 86)"
3331,85,"[[11, 13]]","(True, 86)"
3332,85,"[[12, 14]]","(True, 86)"
3333,85,"[[13, 15]]","(True, 86)"
3334,85,"[[14, 16]]","(True, 86)"
3335,85,"[[15, 17]]","(True, 86)"
3336,85,"[[16, 18]]","(True, 86)"
3337,85,"[[17, 19]]","(True, 86)"
3338,85,"[[18, 20]]","(True, 86)"
3339,85,"[[19, 21]]","(True, 86)"
3340,85,"[[20, 22]]","(True, 86)"
3341,85,"[[21, 23]]","(True, 86)"
3342,85,"[[22, 24]]","(True, 86)"
3343,85,"[[23, 25]]","(True, 86)"
3344,85,"[[24, 26]]","(True, 86)"
3345,85,"[[25, 27]]","(True, 86)"
3346,85,"[[26, 28]]","(True, 86)"
3347,85,"[[27, 29]]","(True, 86)"
3348,85,"[[28, 30]]","(True, 86)"
3349,85,"[[29, 31]]","(True, 86)"
3350,85,"[[30, 32]]","(True, 86)"
3351,85,"[[31, 33]]","(True, 86)"
3352,85,"[[32, 34]]","(True, 86)"
3353,85,"[[33, 35]]","(True, 86)"
3354,85,"[[34, 36]]","(True, 86)"
3355,85,"[[35, 37]]","(True, 86)"
3356,85,"[[36, 38]]","(True, 86)"
3357,85,"[[37, 39]]","(True, 86)"
3358,85,"[[38, 40]]","(True, 86)"
3359,85,"[[39, 41]]","(True, 86)"
3360,85,"[[40, 42]]","(True, 86)"
3361,85,"[[41, 43]]","(True, 86)"
3362,85,"[[42, 44]]","(True, 86)"
3363,85,"[[43, 45]]","(True, 86)"
3364,85,"[[44, 46]]","(True, 86)"
3365,85,"[[45, 47]]","(True, 86)"
3366,85,"[[46, 48]]","(True, 86)"
3367,85,"[[47, 49]]","(True, 86)"
3368,85,"[[48, 50]]","(True, 86)"
3369,85,"[[49, 51]]","(True, 86)"
3370,85,"[[50, 52]]","(True, 86)"
3371,85,"[[51, 53]]","(True, 86)"
3372,85,"[[52, 54]]","(True, 86)"
3373,85,"[[53, 55]]","(True, 86)"
3374,85,"[[54, 56]]","(True, 86)"
3375,85,"[[55, 57]]","(True, 86)"
3376,85,"[[56, 58]]","(True, 86)"
3377,85,"[[57, 59]]","(True, 86)"
3378,85,"[[58, 60]]","(True, 86)"
3379,85,"[[59, 61]]","(True, 86)"
3380,85,"[[60, 62]]","(True, 86)"
3381,85,"[[61, 63]]","(True, 86)"
3382,85,"[[62, 64]]","(True, 86)"
3383,85,"[[63, 65]]","(True, 86)"
3384,85,"[[64, 66]]","(True, 86)"
3385,85,"[[65, 67]]","(True, 86)"
3386,85,"[[66, 68]]","(True, 86)"
3387,85,"[[67, 69]]","(True, 86)"
3388,85,"[[68, 70]]","(True, 86)"
3389,85,"[[69, 71]]","(True, 86)"
3390,85,"[[70, 72]]","(True, 86)"
3391,85,"[[71, 73]]","(True, 86)"
3392,85,"[[72, 74]]","(True, 86)"
3393,85,"[[73, 75]]","(True, 86)"
3394,85,"[[74, 76]]","(True, 86)"
3395,85,"[[75, 77]]","(True, 86)"
3396,85,"[[76, 78]]","(True, 86)"
3397,85,"[[77, 79]]","(True, 86)"
3398,85,"[[78, 80]]","(True, 86)"
3399,85,"[[79, 81]]","(True, 86)"
3400,85,"[[80, 82]]","(True, 86)"
3401,85,"[[81, 83]]","(True, 86)"
3402,85,"[[82, 84]]","(True, 86)"
3403,86,"[[1, 3]]","(True, 87)"
3404,86,"[[2, 4]]","(True, 87)"
3405,86,"[[3, 5]]","(True, 87)"
